AM418554.1_EAV-0_pEAV5_5811bp	scaffold290_size537849	68.542	2613	783	17	2527	5118	421370	423964	0.0	966
AM418554.1_EAV-0_pEAV5_5811bp	scaffold290_size537849	86.275	51	7	0	2121	2171	420949	420999	3.14e-06	60.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold290_size537849	82.540	63	8	2	5750	5810	424777	424838	1.10e-05	59.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold290_size537849	78.723	47	10	0	2121	2167	140530	140576	2.9	41.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold149_size1620888	68.552	2617	776	19	2527	5118	2821	5415	0.0	966
AM418554.1_EAV-0_pEAV5_5811bp	scaffold149_size1620888	86.275	51	7	0	2121	2171	2400	2450	3.14e-06	60.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold149_size1620888	82.258	62	8	2	5751	5810	6729	6789	3.83e-05	57.2
AM418554.1_EAV-0_pEAV5_5811bp	scaffold1511_size19332	68.514	2617	777	19	2527	5118	9229	6635	0.0	962
AM418554.1_EAV-0_pEAV5_5811bp	scaffold1511_size19332	84.127	63	7	2	5750	5810	5822	5761	9.00e-07	62.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold1511_size19332	86.275	51	7	0	2121	2171	9650	9600	3.14e-06	60.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold1511_size19332	81.967	61	11	0	5750	5810	11921	11861	3.14e-06	60.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold1511_size19332	80.851	47	9	0	2121	2167	20670	20716	0.24	44.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	68.475	2617	778	19	2527	5118	30386	32980	0.0	957
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	67.913	2621	790	25	2523	5118	400077	402671	0.0	868
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	67.685	2618	809	17	2523	5125	288567	285972	0.0	865
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	69.585	217	66	0	4902	5118	235210	234994	1.52e-16	95.1
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	84.127	63	7	2	5750	5810	283578	283517	9.00e-07	62.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	86.275	51	7	0	2121	2171	29965	30015	3.14e-06	60.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	62.632	661	233	8	1222	1875	398740	399393	1.34e-04	55.4
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	81.356	59	8	2	5752	5808	404444	404501	0.002	51.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	82.000	50	9	0	5750	5799	33793	33842	0.006	50.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	96.667	30	1	0	5780	5809	1174052	1174023	0.006	50.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	79.104	67	10	3	5746	5809	234603	234538	0.020	48.2
AM418554.1_EAV-0_pEAV5_5811bp	scaffold189_size1196832	80.851	47	9	0	2121	2167	235821	235775	0.24	44.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold213_size999766	68.399	2617	780	19	2527	5118	229879	232473	0.0	948
AM418554.1_EAV-0_pEAV5_5811bp	scaffold213_size999766	85.246	61	6	2	5750	5808	622827	622886	2.58e-07	64.4
AM418554.1_EAV-0_pEAV5_5811bp	scaffold213_size999766	86.275	51	7	0	2121	2171	229458	229508	3.14e-06	60.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold213_size999766	82.540	63	8	2	5750	5810	233283	233344	1.10e-05	59.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold32_size6659687	67.491	3033	918	36	2121	5125	664428	667420	0.0	924
AM418554.1_EAV-0_pEAV5_5811bp	scaffold32_size6659687	82.540	63	8	2	5750	5810	669798	669859	1.10e-05	59.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold32_size6659687	92.500	40	2	1	5772	5810	643301	643340	1.34e-04	55.4
AM418554.1_EAV-0_pEAV5_5811bp	scaffold32_size6659687	92.500	40	2	1	5772	5810	1875404	1875365	1.34e-04	55.4
AM418554.1_EAV-0_pEAV5_5811bp	scaffold32_size6659687	65.789	190	62	1	1730	1919	1876892	1876706	0.020	48.2
AM418554.1_EAV-0_pEAV5_5811bp	scaffold32_size6659687	75.806	62	15	0	1730	1791	641813	641874	0.24	44.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold36_size14746209	68.917	2355	693	23	2571	4904	2885386	2883050	0.0	879
AM418554.1_EAV-0_pEAV5_5811bp	scaffold36_size14746209	82.540	63	8	2	5750	5810	8933617	8933556	1.10e-05	59.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold36_size14746209	81.967	61	8	2	5750	5809	2881608	2881550	1.34e-04	55.4
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	66.413	2629	759	36	2541	5125	1887482	1884934	0.0	710
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	74.453	137	35	0	4334	4470	3095156	3095020	6.47e-15	89.7
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	70.149	201	54	4	5352	5551	1884244	1884049	3.35e-12	80.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	73.643	129	26	2	2121	2245	1887905	1887781	1.17e-11	78.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	67.857	196	61	2	1675	1869	1888408	1888214	9.00e-07	62.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	81.967	61	11	0	5750	5810	738201	738261	3.14e-06	60.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	80.597	67	10	2	5747	5810	1883742	1883676	3.83e-05	57.2
AM418554.1_EAV-0_pEAV5_5811bp	scaffold19_size9797761	78.125	64	11	3	5137	5199	1884894	1884833	0.84	42.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold475_size173693	67.142	2106	610	29	2121	4170	8470	6391	4.62e-175	621
AM418554.1_EAV-0_pEAV5_5811bp	scaffold475_size173693	74.219	256	66	0	4864	5119	6384	6129	1.02e-37	165
AM418554.1_EAV-0_pEAV5_5811bp	scaffold475_size173693	71.233	219	57	4	5352	5567	2483	2268	1.25e-17	98.7
AM418554.1_EAV-0_pEAV5_5811bp	scaffold475_size173693	79.032	62	11	1	5750	5809	2039	1978	0.002	51.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold475_size173693	93.103	29	1	1	5137	5165	6083	6056	2.9	41.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold2038_size21456	67.501	1877	577	14	3260	5118	12130	10269	4.33e-169	601
AM418554.1_EAV-0_pEAV5_5811bp	scaffold2038_size21456	84.127	63	7	2	5750	5810	9444	9383	9.00e-07	62.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold4196_size5952	67.023	2056	629	22	2571	4599	2734	701	1.84e-167	596
AM418554.1_EAV-0_pEAV5_5811bp	scaffold4196_size5952	76.190	147	33	2	2121	2266	3211	3066	3.58e-18	100
AM418554.1_EAV-0_pEAV5_5811bp	scaffold4196_size5952	75.524	143	35	0	345	487	5033	4891	3.58e-18	100
AM418554.1_EAV-0_pEAV5_5811bp	scaffold4196_size5952	64.591	257	82	4	1234	1484	4142	3889	0.24	44.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold410_size293002	69.813	1229	344	10	3923	5140	260501	259289	9.55e-146	524
AM418554.1_EAV-0_pEAV5_5811bp	scaffold410_size293002	80.328	61	7	4	5747	5803	257031	256972	0.84	42.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold910_size34380	64.874	2585	849	29	2571	5124	27777	30333	5.64e-136	491
AM418554.1_EAV-0_pEAV5_5811bp	scaffold910_size34380	65.565	363	116	7	1561	1919	26717	27074	2.12e-08	68.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold910_size34380	83.333	48	8	0	2120	2167	27278	27325	0.002	51.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold910_size34380	66.184	207	65	3	403	605	25684	25889	0.006	50.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold910_size34380	76.000	75	14	2	5739	5809	30899	30973	0.006	50.0
AM418554.1_EAV-0_pEAV5_5811bp	scaffold321_size424798	65.095	2567	800	42	2586	5118	84415	81911	6.88e-135	488
AM418554.1_EAV-0_pEAV5_5811bp	scaffold321_size424798	72.866	785	213	0	1126	1910	85271	84487	4.06e-125	455
AM418554.1_EAV-0_pEAV5_5811bp	scaffold321_size424798	68.304	224	71	0	4895	5118	15070	14847	2.75e-13	84.2
AM418554.1_EAV-0_pEAV5_5811bp	scaffold321_size424798	84.127	63	7	2	5750	5810	280730	280669	9.00e-07	62.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold321_size424798	79.104	67	10	3	5746	5809	14457	14392	0.020	48.2
AM418554.1_EAV-0_pEAV5_5811bp	scaffold321_size424798	90.323	31	3	0	5780	5810	54213	54243	0.84	42.8
AM418554.1_EAV-0_pEAV5_5811bp	scaffold62_size4672521	73.459	795	211	0	1126	1920	7264	6470	2.92e-133	482
AM418554.1_EAV-0_pEAV5_5811bp	scaffold62_size4672521	75.214	117	27	2	2586	2701	6067	5952	4.98e-10	73.4
AM418554.1_EAV-0_pEAV5_5811bp	scaffold7647_size1743	73.333	795	212	0	1126	1920	937	1731	3.56e-132	479
AM418554.1_EAV-0_pEAV5_5811bp	scaffold2_size16742330	73.082	795	210	1	1126	1920	18942	18152	6.44e-129	468
AM418554.1_EAV-0_pEAV5_5811bp	scaffold219_size923313	69.813	1123	314	13	2571	3679	234171	233060	9.56e-127	461
AM418554.1_EAV-0_pEAV5_5811bp	scaffold219_size923313	70.283	424	123	3	2571	2992	40849	41271	3.14e-44	187
AM418554.1_EAV-0_pEAV5_5811bp	scaffold219_size923313	68.000	275	82	2	345	616	236432	236161	4.36e-17	96.9
AM418554.1_EAV-0_pEAV5_5811bp	scaffold219_size923313	67.677	198	62	2	1723	1919	39954	40150	9.00e-07	62.6
AM418554.1_EAV-0_pEAV5_5811bp	scaffold6143_size2530	72.843	788	207	3	4334	5119	92	874	1.73e-123	450
AM418554.1_EAV-0_pEAV5_5811bp	scaffold4429_size5322	63.983	2596	869	24	2571	5118	765	3342	1.02e-113	417
